date,machine_id,target_units,units_produced,defective_units,downtime_minutes,shift_duration_min,failure_flag,efficiency_pct,defect_rate_pct,downtime_pct,efficiency_pct_baseline,efficiency_pct_zscore,efficiency_pct_breach,defect_rate_pct_baseline,defect_rate_pct_zscore,defect_rate_pct_breach,downtime_pct_baseline,downtime_pct_zscore,downtime_pct_breach,breach_count,severity,is_anomaly
2026-02-14,M1,1226,1109,24,55,1440,False,90.46,2.16,3.82,94.56,-2.91,True,2.02,0.41,False,3.67,0.14,False,1,LOW,True
2026-02-15,M1,1226,1135,22,59,1440,False,92.58,1.94,4.1,94.38,-1.03,False,2.05,-0.32,False,3.79,0.32,False,0,NONE,False
2026-02-16,M1,1752,1651,22,68,1440,False,94.24,1.33,4.72,94.15,0.05,False,2.06,-2.13,False,3.85,0.91,False,0,NONE,False
2026-02-17,M1,1752,1674,26,47,1440,False,95.55,1.55,3.26,94.26,0.76,False,1.97,-1.17,False,3.88,-0.63,False,0,NONE,False
2026-02-18,M1,1752,1590,34,70,1440,False,90.75,2.14,4.86,94.24,-2.06,True,1.94,0.54,False,3.91,1.0,False,1,LOW,True
2026-02-19,M1,1752,1617,39,41,1440,False,92.29,2.41,2.85,93.98,-0.87,False,1.98,1.2,False,4.07,-1.33,False,0,NONE,False
2026-02-20,M1,1752,1577,32,71,1440,False,90.01,2.03,4.93,93.85,-1.93,False,2.06,-0.09,False,3.94,1.04,False,0,NONE,False
2026-02-21,M1,1226,1173,28,52,1440,False,95.68,2.39,3.61,93.64,0.92,False,2.03,1.19,False,3.95,-0.35,False,0,NONE,False
2026-02-22,M1,1226,1133,22,77,1440,False,92.41,1.94,5.35,93.73,-0.58,False,2.06,-0.36,False,3.99,1.47,False,0,NONE,False
2026-02-23,M1,1752,1636,29,73,1440,False,93.38,1.77,5.07,93.47,-0.04,False,2.06,-0.89,False,4.15,0.96,False,0,NONE,False
2026-02-24,M1,1752,1631,41,69,1440,False,93.09,2.51,4.79,93.16,-0.04,False,2.01,1.56,False,4.19,0.61,False,0,NONE,False
2026-02-25,M1,1752,1603,37,61,1440,False,91.5,2.31,4.24,93.05,-0.87,False,2.06,0.73,False,4.39,-0.2,False,0,NONE,False
2026-02-26,M1,1752,1613,28,89,1440,False,92.07,1.74,6.18,92.83,-0.43,False,2.07,-0.98,False,4.33,2.55,True,1,LOW,True
2026-02-27,M1,1752,1624,31,50,1440,False,92.69,1.91,3.47,92.74,-0.03,False,2.04,-0.37,False,4.44,-1.11,False,0,NONE,False
2026-02-28,M1,1226,1178,19,48,1440,False,96.08,1.61,3.33,92.62,2.02,False,2.01,-1.17,False,4.38,-1.14,False,0,NONE,False
2026-03-01,M1,1226,1159,28,40,1440,False,94.54,2.42,2.78,93.02,0.83,False,1.97,1.27,False,4.34,-1.65,False,0,NONE,False
2026-03-02,M1,1752,1678,45,53,1440,False,95.78,2.68,3.68,93.16,1.41,False,2.0,1.81,False,4.25,-0.55,False,0,NONE,False
2026-03-03,M1,1752,1635,30,57,1440,False,93.32,1.83,3.96,93.27,0.02,False,2.1,-0.75,False,4.17,-0.2,False,0,NONE,False
2026-03-04,M1,1752,1623,38,54,1440,False,92.64,2.34,3.75,93.11,-0.25,False,2.12,0.66,False,4.22,-0.47,False,0,NONE,False
2026-03-05,M1,1752,1629,38,48,1440,False,92.98,2.33,3.33,93.25,-0.15,False,2.14,0.58,False,4.14,-0.82,False,0,NONE,False
2026-03-06,M1,1752,1628,36,73,1440,False,92.92,2.21,5.07,93.3,-0.22,False,2.13,0.24,False,4.18,0.94,False,0,NONE,False
2026-03-07,M1,1226,1191,28,42,1440,False,97.15,2.35,2.92,93.51,2.52,False,2.14,0.62,False,4.19,-1.32,False,0,NONE,False
2026-03-08,M1,1226,1133,24,43,1440,False,92.41,2.12,2.99,93.61,-0.73,False,2.14,-0.06,False,4.14,-1.13,False,0,NONE,False
2026-03-09,M1,1752,1605,42,49,1440,False,91.61,2.62,3.4,93.61,-1.21,False,2.15,1.43,False,3.97,-0.57,False,0,NONE,False
2026-03-10,M1,1752,1641,28,66,1440,False,93.66,1.71,4.58,93.48,0.1,False,2.21,-1.53,False,3.85,0.77,False,0,NONE,False
2026-03-11,M1,1752,1629,41,55,1440,False,92.98,2.52,3.82,93.52,-0.31,False,2.16,1.06,False,3.83,-0.02,False,0,NONE,False
2026-03-12,M1,1752,1648,37,61,1440,False,94.06,2.25,4.24,93.63,0.26,False,2.17,0.22,False,3.8,0.47,False,0,NONE,False
2026-03-13,M1,1752,1665,35,65,1440,False,95.03,2.1,4.51,93.77,0.79,False,2.21,-0.32,False,3.67,1.31,False,0,NONE,False
2026-03-14,M1,1226,1153,21,76,1440,False,94.05,1.82,5.28,93.94,0.07,False,2.22,-1.24,False,3.74,2.27,True,1,LOW,True
2026-03-15,M1,1226,1196,27,48,1440,False,97.55,2.26,3.33,93.79,2.57,False,2.24,0.08,False,3.88,-0.7,False,0,NONE,False
2026-03-16,M1,1752,1564,26,51,1440,False,89.27,1.66,3.54,94.01,-2.68,True,2.22,-1.94,False,3.92,-0.52,False,1,LOW,True
2026-03-17,M1,1752,1600,42,56,1440,False,91.32,2.62,3.89,93.54,-1.06,False,2.15,1.58,False,3.91,-0.03,False,0,NONE,False
2026-03-18,M1,1752,1613,20,67,1440,False,92.07,1.24,4.65,93.4,-0.61,False,2.21,-3.17,False,3.9,1.01,False,0,NONE,False
2026-03-19,M1,1752,1685,36,67,1440,False,96.18,2.14,4.65,93.36,1.28,False,2.13,0.03,False,3.97,0.9,False,0,NONE,False
2026-03-20,M1,1752,1619,43,64,1440,False,92.41,2.66,4.44,93.59,-0.51,False,2.12,1.39,False,4.06,0.5,False,0,NONE,False
2026-03-21,M1,1226,1173,19,57,1440,False,95.68,1.62,3.96,93.55,0.91,False,2.15,-1.26,False,4.02,-0.08,False,0,NONE,False
2026-03-22,M1,1226,1177,21,52,1440,False,96.0,1.78,3.61,93.45,1.17,False,2.1,-0.72,False,4.09,-0.75,False,0,NONE,False
2026-03-23,M1,1752,1646,37,47,1440,False,93.95,2.25,3.26,93.7,0.11,False,2.07,0.4,False,4.14,-1.52,False,0,NONE,False
2026-03-24,M1,1752,1675,38,48,1440,False,95.61,2.27,3.33,93.87,0.8,False,2.05,0.54,False,4.13,-1.35,False,0,NONE,False
2026-03-25,M1,1752,1642,32,74,1440,False,93.72,1.95,5.14,94.01,-0.13,False,2.08,-0.33,False,4.04,1.81,False,0,NONE,False
2026-03-26,M1,1752,1594,33,44,1440,False,90.98,2.07,3.06,94.06,-1.39,False,2.04,0.07,False,4.13,-1.59,False,0,NONE,False
2026-03-27,M1,1752,1654,26,54,1440,False,94.41,1.57,3.75,93.84,0.24,False,2.03,-1.19,False,4.05,-0.41,False,0,NONE,False
2026-03-28,M1,1226,1141,28,68,1440,False,93.07,2.45,4.72,93.8,-0.31,False,1.99,1.12,False,3.99,1.01,False,0,NONE,False
2026-03-29,M1,1226,1152,17,60,1440,False,93.96,1.48,4.17,93.73,0.1,False,2.04,-1.33,False,3.95,0.33,False,0,NONE,False
2026-03-30,M1,1752,1618,33,36,1440,False,92.35,2.04,2.5,93.47,-0.54,False,1.98,0.13,False,4.01,-2.39,False,0,NONE,False
2026-03-31,M1,1752,1642,25,50,1440,False,93.72,1.52,3.47,93.69,0.02,False,2.01,-1.14,False,3.94,-0.63,False,0,NONE,False
2026-04-01,M1,1752,1589,34,64,1440,False,90.7,2.14,4.44,93.86,-1.98,False,1.93,0.51,False,3.91,0.71,False,0,NONE,False
2026-04-02,M1,1752,1650,41,65,1440,False,94.18,2.48,4.51,93.77,0.24,False,2.0,1.34,False,3.89,0.83,False,0,NONE,False
2026-04-03,M1,1752,1649,47,37,1440,False,94.12,2.85,2.57,93.62,0.31,False,2.02,2.17,True,3.88,-1.8,False,1,LOW,True
2026-04-04,M1,1226,1124,21,79,1440,False,91.68,1.87,5.49,93.75,-1.31,False,2.03,-0.4,False,3.75,2.21,True,1,LOW,True
2026-04-05,M1,1226,1126,25,29,1440,False,91.84,2.22,2.01,93.46,-1.04,False,2.05,0.43,False,3.86,-2.02,False,0,NONE,False
2026-04-06,M1,1752,1553,30,56,1440,False,88.64,1.93,3.89,93.16,-3.15,True,2.08,-0.39,False,3.74,0.14,False,1,LOW,True
2026-04-07,M1,1752,1656,36,64,1440,False,94.52,2.17,4.44,92.78,0.94,False,2.06,0.28,False,3.79,0.63,False,0,NONE,False
2026-04-08,M1,1752,1654,35,63,1440,False,94.41,2.12,4.38,92.71,0.98,False,2.05,0.17,False,3.87,0.49,False,0,NONE,False
2026-04-09,M1,1752,1618,26,64,1440,False,92.35,1.61,4.44,92.76,-0.23,False,2.06,-1.18,False,3.81,0.64,False,0,NONE,False
2026-04-10,M1,1752,1665,32,61,1440,False,95.03,1.92,4.24,92.85,1.27,False,2.03,-0.28,False,3.91,0.34,False,0,NONE,False
2026-04-11,M1,1226,1119,27,58,1440,False,91.27,2.41,4.03,92.9,-0.92,False,2.06,0.92,False,3.95,0.08,False,0,NONE,False
2026-04-12,M1,1226,1131,21,78,1440,False,92.25,1.86,5.42,92.77,-0.29,False,2.05,-0.51,False,3.9,1.6,False,0,NONE,False
2026-04-13,M1,1752,1632,40,58,1440,False,93.15,2.45,4.03,92.65,0.28,False,2.08,1.06,False,3.99,0.04,False,0,NONE,False
2026-04-14,M1,1752,1635,30,53,1440,False,93.32,1.83,3.68,92.7,0.34,False,2.11,-0.78,False,4.1,-0.44,False,0,NONE,False
2026-04-15,M1,1752,1608,27,40,1440,False,91.78,1.68,2.78,92.68,-0.5,False,2.13,-1.37,False,4.11,-1.43,False,0,NONE,False
2026-04-16,M1,1752,1658,29,42,1440,False,94.63,1.75,2.92,92.75,1.1,False,2.1,-1.0,False,3.99,-1.09,False,0,NONE,False
2026-04-17,M1,1752,1657,29,57,1440,False,94.58,1.75,3.96,92.78,1.03,False,2.05,-0.86,False,3.88,0.08,False,0,NONE,False
2026-04-18,M1,1226,1189,24,66,1440,False,96.98,2.02,4.58,92.82,2.35,False,1.97,0.19,False,3.98,0.64,False,0,NONE,False
2026-04-19,M1,1226,1136,28,54,1440,False,92.66,2.46,3.75,93.2,-0.26,False,1.98,1.83,False,3.91,-0.19,False,0,NONE,False
2026-04-20,M1,1752,1641,25,61,1440,False,93.66,1.52,4.24,93.26,0.2,False,2.0,-1.67,False,4.04,0.3,False,0,NONE,False
2026-04-21,M1,1752,1627,34,63,1440,False,92.87,2.09,4.38,93.61,-0.49,False,1.97,0.39,False,4.06,0.48,False,0,NONE,False
2026-04-22,M1,1752,1628,38,41,1440,False,92.92,2.33,2.85,93.5,-0.38,False,1.96,1.19,False,4.06,-1.82,False,0,NONE,False
2026-04-23,M1,1752,1699,30,55,1440,False,96.97,1.77,3.82,93.39,2.39,False,1.98,-0.64,False,3.95,-0.18,False,0,NONE,False
2026-04-24,M1,1752,1645,42,70,1440,False,93.89,2.55,4.86,93.72,0.1,False,1.99,1.8,False,3.91,1.33,False,0,NONE,False
2026-04-25,M1,1226,1102,22,48,1440,False,89.89,2.0,3.33,93.64,-2.2,True,2.03,-0.1,False,3.95,-0.82,False,1,LOW,True
2026-04-26,M1,1226,1137,22,69,1440,False,92.74,1.93,4.79,93.54,-0.43,False,2.0,-0.23,False,3.9,1.15,False,0,NONE,False
2026-04-27,M1,1752,1603,33,61,1440,False,91.5,2.06,4.24,93.57,-1.12,False,2.01,0.16,False,3.86,0.56,False,0,NONE,False
2026-04-28,M1,1752,1607,37,47,1440,False,91.72,2.3,3.26,93.46,-0.9,False,1.98,1.06,False,3.87,-0.87,False,0,NONE,False
2026-04-29,M1,1752,1627,32,39,1440,False,92.87,1.97,2.71,93.34,-0.24,False,2.02,-0.15,False,3.84,-1.58,False,0,NONE,False
2026-04-30,M1,1752,1660,36,69,1440,False,94.75,2.17,4.79,93.42,0.68,False,2.04,0.46,False,3.84,1.32,False,0,NONE,False
2026-05-01,M1,1752,1633,25,46,1440,False,93.21,1.53,3.19,93.43,-0.11,False,2.07,-1.89,False,3.97,-1.09,False,0,NONE,False
2026-05-02,M1,1226,1155,26,62,1440,False,94.21,2.25,4.31,93.33,0.46,False,2.05,0.65,False,3.91,0.53,False,0,NONE,False
2026-05-03,M1,1226,1156,29,45,1440,False,94.29,2.51,3.12,93.13,0.7,False,2.07,1.42,False,3.89,-1.06,False,0,NONE,False
2026-05-04,M1,1752,1651,40,48,1440,False,94.24,2.42,3.33,93.25,0.6,False,2.07,1.1,False,3.85,-0.68,False,0,NONE,False
2026-05-05,M1,1752,1621,32,46,1440,False,92.52,1.97,3.19,93.29,-0.46,False,2.13,-0.57,False,3.78,-0.78,False,0,NONE,False
2026-05-06,M1,1752,1652,26,44,1440,False,94.29,1.57,3.06,93.27,0.61,False,2.13,-1.92,False,3.7,-0.85,False,0,NONE,False
2026-05-07,M1,1752,1653,19,58,1440,False,94.35,1.15,4.03,93.36,0.58,False,2.07,-2.89,False,3.71,0.43,False,0,NONE,False
2026-05-08,M1,1752,1598,28,70,1440,False,91.21,1.75,4.86,93.18,-1.4,False,2.03,-0.7,False,3.73,1.52,False,0,NONE,False
2026-05-09,M1,1226,1108,21,76,1440,False,90.38,1.9,5.28,92.98,-1.76,False,1.97,-0.19,False,3.73,2.08,True,1,LOW,True
2026-05-10,M1,1226,1161,27,38,1440,False,94.7,2.33,2.64,93.02,1.2,False,1.96,0.98,False,3.87,-1.46,False,0,NONE,False
2026-05-11,M1,1752,1650,37,52,1440,False,94.18,2.24,3.61,93.16,0.7,False,1.99,0.64,False,3.72,-0.12,False,0,NONE,False
2026-05-12,M1,1752,1622,38,57,1440,False,92.58,2.34,3.96,93.35,-0.55,False,2.0,0.86,False,3.67,0.34,False,0,NONE,False
2026-05-13,M1,1752,1613,38,62,1440,False,92.07,2.36,4.31,93.41,-1.0,False,2.01,0.9,False,3.72,0.71,False,0,NONE,False
2026-05-14,M1,1752,1666,45,39,1440,False,95.09,2.7,2.71,93.36,1.25,False,2.03,1.65,False,3.83,-1.41,False,0,NONE,False
2026-05-15,M1,1752,1634,38,39,1440,False,93.26,2.33,2.71,93.38,-0.08,False,2.07,0.58,False,3.69,-1.22,False,0,NONE,False
2026-05-16,M1,1226,1147,20,39,1440,False,93.56,1.74,2.71,93.38,0.12,False,2.13,-0.94,False,3.65,-1.13,False,0,NONE,False
2026-05-17,M1,1226,1120,25,59,1440,False,91.35,2.23,4.1,93.34,-1.42,False,2.09,0.32,False,3.54,0.67,False,0,NONE,False
2026-05-18,M1,1752,1649,26,70,1440,False,94.12,1.58,4.86,93.13,0.68,False,2.07,-1.2,False,3.61,1.48,False,0,NONE,False
2026-05-19,M1,1752,1608,25,91,1440,False,91.78,1.55,6.32,93.12,-0.92,False,2.01,-1.11,False,3.72,2.88,True,1,LOW,True
2026-05-20,M1,1752,1601,27,57,1440,False,91.38,1.69,3.96,93.07,-1.13,False,1.98,-0.67,False,3.94,0.02,False,0,NONE,False
2026-05-21,M1,1752,1647,28,47,1440,False,94.01,1.7,3.26,92.86,0.76,False,1.99,-0.68,False,4.0,-0.68,False,0,NONE,False
2026-05-22,M1,1752,1649,25,71,1440,False,94.12,1.52,4.93,92.83,0.86,False,2.03,-1.39,False,3.95,0.88,False,0,NONE,False
2026-05-23,M1,1226,1161,24,69,1440,False,94.7,2.07,4.79,93.04,1.14,False,2.02,0.14,False,3.95,0.75,False,0,NONE,False
2026-05-24,M1,1226,1136,18,82,1440,False,92.66,1.58,5.69,93.35,-0.54,False,2.03,-1.16,False,3.92,1.64,False,0,NONE,False
2026-05-25,M1,1752,1623,39,56,1440,False,92.64,2.4,3.89,93.2,-0.46,False,1.97,1.09,False,4.14,-0.22,False,0,NONE,False
2026-05-26,M1,1752,1591,29,58,1440,False,90.81,1.82,4.03,93.09,-1.88,False,1.98,-0.41,False,4.16,-0.12,False,0,NONE,False
2026-05-27,M1,1752,1675,37,66,1440,False,95.61,2.21,4.58,92.97,1.95,False,1.95,0.67,False,4.16,0.38,False,0,NONE,False
2026-05-28,M1,1752,1674,28,53,1440,False,95.55,1.67,3.68,93.22,1.55,False,1.94,-0.7,False,4.18,-0.45,False,0,NONE,False
2026-05-29,M1,1752,1650,37,73,1440,False,94.18,2.24,5.07,93.25,0.6,False,1.86,1.19,False,4.25,0.79,False,0,NONE,False
2026-05-30,M1,1226,1133,30,91,1440,False,92.41,2.65,6.32,93.32,-0.58,False,1.86,2.59,True,4.42,1.99,False,1,LOW,True
2026-05-31,M1,1226,1163,18,80,1440,False,94.86,1.55,5.56,93.24,1.03,False,1.92,-1.01,False,4.68,0.94,False,0,NONE,False
2026-06-01,M1,1752,1654,39,58,1440,False,94.41,2.36,4.03,93.49,0.6,False,1.87,1.31,False,4.78,-0.79,False,0,NONE,False
2026-06-02,M1,1752,1696,29,49,1440,False,96.8,1.71,3.4,93.51,2.12,False,1.93,-0.58,False,4.72,-1.35,False,0,NONE,False
2026-06-03,M1,1752,1688,30,47,1440,False,96.35,1.78,3.26,93.87,1.47,False,1.94,-0.43,False,4.51,-1.36,False,0,NONE,False
2026-06-04,M1,1752,1642,21,71,1440,False,93.72,1.28,4.93,94.22,-0.3,False,1.95,-1.82,False,4.46,0.48,False,0,NONE,False
2026-06-05,M1,1752,1639,37,57,1440,False,93.55,2.26,3.96,94.2,-0.39,False,1.92,0.85,False,4.58,-0.68,False,0,NONE,False
2026-06-06,M1,1226,1114,26,43,1440,False,90.86,2.33,2.99,94.16,-1.98,False,1.97,0.91,False,4.51,-1.66,False,0,NONE,False
2026-06-07,M1,1226,1146,23,55,1440,False,93.47,2.01,3.82,93.89,-0.22,False,1.99,0.05,False,4.39,-0.57,False,0,NONE,False
2026-06-08,M1,1752,1587,31,66,1440,False,90.58,1.95,4.58,93.94,-1.82,False,2.02,-0.18,False,4.25,0.35,False,0,NONE,False
2026-06-09,M1,1752,1561,28,44,1440,False,89.1,1.79,3.06,93.8,-2.31,True,1.99,-0.53,False,4.3,-1.33,False,1,LOW,True
2026-06-10,M1,1752,901,82,428,1440,True,51.43,9.1,29.72,93.67,-18.68,True,1.98,18.93,True,4.23,25.79,True,3,HIGH,True
2026-06-11,M1,1752,884,95,465,1440,True,50.46,10.75,32.29,90.52,-3.49,True,2.48,4.26,True,6.03,3.81,True,3,HIGH,True
2026-06-12,M1,1752,921,76,486,1440,True,52.57,8.25,33.75,87.3,-2.23,True,3.13,1.75,False,8.07,2.63,True,2,MEDIUM,True
2026-06-13,M1,1226,744,60,455,1440,True,60.69,8.06,31.6,84.33,-1.32,False,3.56,1.4,False,10.12,1.81,False,0,NONE,False
2026-06-14,M1,1226,1185,20,55,1440,False,96.66,1.69,3.82,82.06,0.78,False,3.94,-0.66,False,11.92,-0.62,False,0,NONE,False
2026-06-15,M1,1752,1629,28,62,1440,False,92.98,1.72,4.31,82.19,0.57,False,3.95,-0.66,False,11.8,-0.57,False,0,NONE,False
2026-06-16,M1,1752,1698,28,35,1440,False,96.92,1.65,2.43,82.09,0.79,False,3.91,-0.66,False,11.82,-0.71,False,0,NONE,False
2026-06-17,M1,1752,1658,38,54,1440,False,94.63,2.29,3.75,82.1,0.67,False,3.9,-0.47,False,11.75,-0.61,False,0,NONE,False
2026-06-18,M1,1752,1661,29,80,1440,False,94.81,1.75,5.56,81.97,0.68,False,3.94,-0.64,False,11.79,-0.47,False,0,NONE,False
2026-06-19,M1,1752,1649,38,63,1440,False,94.12,2.3,4.38,82.05,0.64,False,3.97,-0.49,False,11.83,-0.57,False,0,NONE,False
2026-06-20,M1,1226,1171,26,49,1440,False,95.51,2.22,3.4,82.09,0.71,False,3.97,-0.52,False,11.86,-0.64,False,0,NONE,False
2026-06-21,M1,1226,1201,28,81,1440,False,97.96,2.33,5.62,82.42,0.82,False,3.97,-0.48,False,11.89,-0.48,False,0,NONE,False
2026-06-22,M1,1752,1642,32,62,1440,False,93.72,1.95,4.31,82.74,0.57,False,3.99,-0.6,False,12.02,-0.59,False,0,NONE,False
2026-06-23,M1,1752,1625,42,64,1440,False,92.75,2.58,4.44,82.97,0.5,False,3.99,-0.42,False,12.0,-0.58,False,0,NONE,False
2026-06-24,M1,1752,1684,35,69,1440,False,96.12,2.08,4.79,83.23,0.66,False,4.05,-0.59,False,12.1,-0.56,False,0,NONE,False
2026-06-25,M1,1752,1628,26,34,1440,False,92.92,1.6,2.36,86.42,0.37,False,3.54,-0.64,False,10.32,-0.66,False,0,NONE,False
2026-06-26,M1,1752,1681,46,62,1440,False,95.95,2.74,4.31,89.45,0.46,False,2.89,-0.07,False,8.18,-0.37,False,0,NONE,False
2026-06-27,M1,1226,1128,22,47,1440,False,92.01,1.95,3.26,92.55,-0.06,False,2.5,-0.33,False,6.08,-0.38,False,0,NONE,False
2026-06-28,M1,1226,1163,22,69,1440,False,94.86,1.89,4.79,94.79,0.04,False,2.06,-0.47,False,4.05,0.75,False,0,NONE,False
